sentence_id,words,tags
8432,was,O
8432,shut,O
8432,down,O
8432,because,O
8432,it,O
8432,reported,O
8432,on,O
8432,the,O
8432,recent,O
8432,wave,O
8432,of,O
8432,anti-Iranian,O
8432,protests,O
8432,in,O
8432,Iran,B-geo
8432,'s,O
8432,northern,O
8432,Kurdish,O
8432,region,O
8432,.,O
8433,The,O
8433,killing,O
8433,last,O
8433,month,O
8433,of,O
8433,a,O
8433,Kurdish,O
8433,activist,O
8433,by,O
8433,Iranian,B-gpe
8433,security,O
8433,forces,O
8433,sparked,O
8433,demonstrations,O
8433,",",O
8433,some,O
8433,of,O
8433,them,O
8433,violent,O
8433,",",O
8433,in,O
8433,several,O
8433,predominantly,O
8433,Kurdish,O
8433,cities,O
8433,in,O
8433,northwestern,B-geo
8433,Iran,I-geo
8433,.,O
8434,Congress,B-org
8434,is,O
8434,about,O
8434,to,O
8434,adjourn,O
8434,for,O
8434,an,O
8434,August,B-tim
8434,recess,O
8434,.,O
8435,A,O
8435,Turkish,B-gpe
8435,court,O
8435,has,O
8435,jailed,O
8435,five,O
8435,suspects,O
8435,pending,O
8435,trial,O
8435,in,O
8435,the,O
8435,killing,O
8435,of,O
8435,three,O
8435,people,O
8435,at,O
8435,a,O
8435,Christian,O
8435,publishing,O
8435,house,O
8435,last,O
8435,week,O
8435,.,O
8437,The,O
8437,court,O
8437,also,O
8437,released,O
8437,Sunday,B-tim
8437,six,O
8437,other,O
8437,people,O
8437,who,O
8437,were,O
8437,in,O
8437,custody,O
8437,.,O
8438,It,O
8438,is,O
8438,unclear,O
8438,what,O
8438,charges,O
8438,they,O
8438,faced,O
8438,.,O
8440,They,O
8440,were,O
8440,found,O
8440,bound,O
8440,to,O
8440,chairs,O
8440,with,O
8440,their,O
8440,throats,O
8440,slit,O
8440,.,O
8441,At,O
8441,least,O
8441,one,O
8441,of,O
8441,the,O
8441,victims,O
8441,also,O
8441,had,O
8441,several,O
8441,stab,O
8441,wounds,O
8441,.,O
8442,Representatives,O
8442,of,O
8442,Turkey,B-org
8442,'s,O
8442,small,O
8442,Protestant,O
8442,community,O
8442,have,O
8442,blamed,O
8442,the,O
8442,killings,O
8442,on,O
8442,growing,O
8442,intolerance,O
8442,towards,O
8442,Christians,O
8442,and,O
8442,missionaries,O
8442,.,O
8443,The,O
8443,Catholic,B-org
8443,and,O
8443,Greek,B-gpe
8443,Orthodox,B-org
8443,churches,O
8443,have,O
8443,condemned,O
8443,the,O
8443,attack,O
8443,",",O
8443,as,O
8443,has,O
8443,Turkish,B-gpe
8443,President,B-per
8443,Ahmet,O
8443,Necdet,B-per
8443,Sezer,I-per
8443,",",O
8443,who,O
8443,said,O
8443,there,O
8443,can,O
8443,be,O
8443,no,O
8443,justification,O
8443,for,O
8443,it,O
8443,.,O
8446,But,O
8446,now,O
8446,that,O
8446,the,O
8446,committee,O
8446,has,O
8446,approved,O
8446,the,O
8446,bill,O
8446,",",O
8446,it,O
8446,can,O
8446,move,O
8446,to,O
8446,the,O
8446,full,O
8446,House,B-org
8446,as,O
8446,early,O
8446,as,O
8446,September,B-tim
8446,.,O
8447,The,O
8447,official,O
8447,Xinhua,B-org
8447,news,O
8447,agency,O
8447,says,O
8447,the,O
8447,blast,O
8447,happened,O
8447,Friday,B-tim
8447,at,O
8447,a,O
8447,chemical,O
8447,plant,O
8447,in,O
8447,Anhui,B-geo
8447,province,O
8447,'s,O
8447,Dangtu,B-geo
8447,County,I-geo
8447,.,O
8449,Xinhua,B-org
8449,says,O
8449,the,O
8449,plant,O
8449,produces,O
8449,explosives,O
8449,for,O
8449,civilian,O
8449,uses,O
8449,such,O
8449,as,O
8449,mining,O
8449,.,O
8450,World,O
8450,leaders,O
8450,and,O
8450,diplomats,O
8450,are,O
8450,uniting,O
8450,to,O
8450,condemn,O
8450,Saturday,B-tim
8450,'s,O
8450,deadly,O
8450,suicide,O
8450,bombings,O
8450,on,O
8450,the,O
8450,Indonesian,B-gpe
8450,resort,O
8450,island,O
8450,of,O
8450,Bali,B-geo
8450,.,O
8451,U.S.,B-org
8451,Secretary,O
8451,of,O
8451,State,B-org
8451,Condoleezza,B-per
8451,Rice,I-per
8451,denounced,O
8451,the,O
8451,attacks,O
8451,and,O
8451,said,O
8451,the,O
8451,United,B-geo
8451,States,I-geo
8451,stands,O
8451,with,O
8451,Indonesia,B-geo
8451,as,O
8451,it,O
8451,works,O
8451,to,O
8451,bring,O
8451,the,O
8451,perpetrators,O
8451,to,O
8451,justice,O
8451,.,O
8452,British,O
8452,Prime,B-per
8452,Minister,O
8452,Tony,B-per
8452,Blair,I-per
8452,says,O
8452,his,O
8452,government,O
8452,is,O
8452,ready,O
8452,to,O
8452,help,O
8452,in,O
8452,any,O
8452,way,O
8452,possible,O
8452,",",O
8452,while,O
8452,Australian,B-gpe
8452,Prime,B-per
8452,Minister,O
8452,John,B-per
8452,Howard,I-per
8452,accused,O
8452,the,O
8452,attackers,O
8452,of,O
8452,trying,O
8452,to,O
8452,undermine,O
8452,Indonesia,B-geo
8452,'s,O
8452,moderate,O
8452,government,O
8452,.,O
8453,A,O
8453,U.N.,B-org
8453,spokesman,O
8453,says,O
8453,Secretary-General,B-org
8453,Kofi,B-per
8453,Annan,I-per
8453,is,O
8453,"""",O
8453,dismayed,O
8453,"""",O
8453,that,O
8453,Bali,B-geo
8453,is,O
8453,again,O
8453,the,O
8453,scene,O
8453,of,O
8453,an,O
8453,attack,O
8453,",",O
8453,and,O
8453,he,O
8453,urged,O
8453,authorities,O
8453,to,O
8453,promptly,O
8453,bring,O
8453,the,O
8453,perpetrators,O
8453,of,O
8453,what,O
8453,he,O
8453,called,O
8453,a,O
8453,"""",O
8453,cowardly,O
8453,attack,O
8453,"""",O
8453,to,O
8453,justice,O
8453,.,O
8454,Leaders,O
8454,of,O
8454,Japan,B-geo
8454,",",O
8454,the,O
8454,Philippines,B-org
8454,",",O
8454,New,B-org
8454,Zealand,I-org
8454,",",O
8454,Singapore,B-org
8454,",",O
8454,Germany,B-geo
8454,",",O
8454,France,B-geo
8454,and,O
8454,other,O
8454,nations,O
8454,around,O
8454,the,O
8454,globe,O
8454,have,O
8454,also,O
8454,condemned,O
8454,the,O
8454,attacks,O
8454,.,O
8455,Sweden,B-per
8455,will,O
8455,have,O
8455,the,O
8455,chance,O
8455,to,O
8455,add,O
8455,the,O
8455,Olympic,O
8455,Games,O
8455,women,O
8455,'s,O
8455,curling,O
8455,title,O
8455,to,O
8455,its,O
8455,world,O
8455,and,O
8455,European,O
8455,crowns,O
8455,.,O
8457,A,O
8457,major,O
8457,part,O
8457,of,O
8457,the,O
8457,legislation,O
8457,involves,O
8457,creating,O
8457,a,O
8457,public,O
8457,health,O
8457,insurance,O
8457,plan,O
8457,.,O
8458,In,O
8458,the,O
8458,final,O
8458,on,O
8458,Thursday,B-tim
8458,",",O
8458,Sweden,B-per
8458,will,O
8458,face,O
8458,Switzerland,B-geo
8458,",",O
8458,which,O
8458,was,O
8458,a,O
8458,07-May,O
8458,winner,O
8458,over,O
8458,1998,B-tim
8458,Olympic,O
8458,champion,O
8458,Canada,B-geo
8458,.,O
8460,Each,O
8460,finished,O
8460,the,O
8460,preliminary,O
8460,round,O
8460,with,O
8460,win-loss,O
8460,records,O
8460,of,O
8460,07-Feb,O
8460,in,O
8460,the,O
8460,10-nation,O
8460,tournament,O
8460,.,O
8462,Local,O
8462,officials,O
8462,said,O
8462,the,O
8462,landslide,O
8462,was,O
8462,triggered,O
8462,by,O
8462,several,O
8462,days,O
8462,of,O
8462,heavy,O
8462,rain,O
8462,.,O
8463,Floods,O
8463,and,O
8463,landslides,O
8463,are,O
8463,common,O
8463,in,O
8463,Indonesia,B-geo
8463,",",O
8463,especially,O
8463,during,O
8463,the,O
8463,rainy,O
8463,season,O
8463,.,O
8464,Many,O
8464,landslides,O
8464,are,O
8464,caused,O
8464,by,O
8464,illegal,O
8464,logging,O
8464,or,O
8464,the,O
8464,clearing,O
8464,of,O
8464,farmland,O
8464,that,O
8464,strips,O
8464,away,O
8464,natural,O
8464,barriers,O
8464,.,O
8465,Flores,B-geo
8465,is,O
8465,an,O
8465,island,O
8465,in,O
8465,the,O
8465,southeastern,O
8465,part,O
8465,of,O
8465,the,O
8465,Indonesian,B-gpe
8465,archipelago,O
8465,",",O
8465,about,O
8465,15,O
8465,hundred,O
8465,kilometers,O
8465,from,O
8465,the,O
8465,capital,O
8465,",",O
8465,Jakarta,B-geo
8465,.,O
8466,An,O
8466,Italian,B-gpe
8466,newspaper,O
8466,says,O
8466,Italy,B-geo
8466,'s,O
8466,defense,O
8466,minister,O
8466,has,O
8466,ruled,O
8466,out,O
8466,a,O
8466,troop,O
8466,withdrawal,O
8466,from,O
8466,Afghanistan,B-geo
8466,as,O
8466,demanded,O
8466,by,O
8466,the,O
8466,kidnappers,O
8466,of,O
8466,an,O
8466,Italian,B-gpe
8466,photojournalist,O
8466,.,O
8467,The,O
8467,Italian,B-gpe
8467,daily,O
8467,La,B-org
8467,Stampa,I-org
8467,reported,O
8467,Thursday,B-tim
8467,that,O
8467,Defense,O
8467,Minister,B-per
8467,Arturo,I-per
8467,Parisi,I-per
8467,says,O
8467,the,O
8467,troops,O
8467,will,O
8467,stay,O
8467,in,O
8467,Afghanistan,B-geo
8467,despite,O
8467,the,O
8467,new,O
8467,demand,O
8467,.,O
8468,House,B-per
8468,Speaker,I-per
8468,Nancy,I-per
8468,Pelosi,I-per
8468,-,O
8468,a,O
8468,Democrat,O
8468,-,O
8468,says,O
8468,the,O
8468,changes,O
8468,will,O
8468,stop,O
8468,the,O
8468,insurance,O
8468,industry,O
8468,from,O
8468,coming,O
8468,between,O
8468,doctors,O
8468,and,O
8468,patients,O
8468,.,O
8470,Previously,O
8470,",",O
8470,the,O
8470,abductors,O
8470,said,O
8470,they,O
8470,would,O
8470,release,O
8470,Torsello,B-per
8470,if,O
8470,Italian,B-gpe
8470,authorities,O
8470,returned,O
8470,an,O
8470,Afghan,B-gpe
8470,convert,O
8470,to,O
8470,Christianity,B-geo
8470,who,O
8470,was,O
8470,granted,O
8470,asylum,O
8470,in,O
8470,Italy,B-geo
8470,.,O
8471,Torsello,B-per
8471,was,O
8471,kidnapped,O
8471,in,O
8471,Helmand,B-geo
8471,province,O
8471,last,O
8471,week,O
8471,.,O
8473,In,O
8473,Rome,B-geo
8473,",",O
8473,the,O
8473,Foreign,B-org
8473,Ministry,I-org
8473,said,O
8473,it,O
8473,was,O
8473,working,O
8473,for,O
8473,the,O
8473,release,O
8473,of,O
8473,the,O
8473,photographer,O
8473,.,O
8474,U.S.,B-org
8474,Defense,I-org
8474,Secretary,B-per
8474,Donald,I-per
8474,Rumsfeld,I-per
8474,says,O
8474,there,O
8474,is,O
8474,reason,O
8474,for,O
8474,optimism,O
8474,in,O
8474,Afghanistan,B-geo
8474,five,B-tim
8474,years,O
8474,after,O
8474,the,O
8474,fall,O
8474,of,O
8474,the,O
8474,Taleban,B-org
8474,.,O
8475,In,O
8475,an,O
8475,opinion,O
8475,piece,O
8475,in,O
8475,Saturday,B-tim
8475,'s,O
8475,Washington,O
8475,Post,O
8475,newspaper,O
8475,",",O
8475,Rumsfeld,B-per
8475,wrote,O
8475,that,O
8475,despite,O
8475,Afghanistan,B-tim
8475,'s,O
8475,rising,O
8475,opium,O
8475,production,O
8475,and,O
8475,violence,O
8475,in,O
8475,the,O
8475,south,O
8475,",",O
8475,"""",O
8475,the,O
8475,trajectory,O
8475,is,O
8475,a,O
8475,hopeful,O
8475,and,O
8475,promising,O
8475,one,O
8475,.,O
8475,"""",O
8476,The,O
8476,secretary,O
8476,cited,O
8476,several,O
8476,improvements,O
8476,including,O
8476,an,O
8476,economy,O
8476,that,O
8476,has,O
8476,tripled,O
8476,in,O
8476,five,B-tim
8476,years,O
8476,",",O
8476,a,O
8476,military,O
8476,that,O
8476,has,O
8476,grown,O
8476,by,O
8476,"1,000",O
8476,soldiers,O
8476,a,O
8476,month,O
8476,and,O
8476,a,O
8476,500,O
8476,percent,O
8476,increase,O
8476,in,O
8476,children,O
8476,attending,O
8476,school,O
8476,.,O
8477,Rumsfeld,B-per
8477,also,O
8477,mentioned,O
8477,a,O
8477,few,O
8477,setbacks,O
8477,",",O
8477,including,O
8477,a,O
8477,surge,O
8477,in,O
8477,drug,O
8477,production,O
8477,and,O
8477,rising,O
8477,violence,O
8477,by,O
8477,insurgents,O
8477,.,O
8478,Pakistan,B-geo
8478,has,O
8478,criticized,O
8478,remarks,O
8478,by,O
8478,a,O
8478,U.S.,B-org
8478,State,I-org
8478,Department,I-org
8478,counter-terrorism,I-org
8478,official,O
8478,who,O
8478,said,O
8478,Pakistan,B-geo
8478,is,O
8478,not,O
8478,doing,O
8478,enough,O
8478,to,O
8478,remove,O
8478,Taleban,B-org
8478,and,O
8478,al-Qaida,B-org
8478,members,O
8478,from,O
8478,its,O
8478,soil,O
8478,.,O
8479,But,O
8479,minority,O
8479,Republicans,O
8479,say,O
8479,the,O
8479,proposal,O
8479,costs,O
8479,too,O
8479,much,O
8479,and,O
8479,is,O
8479,the,O
8479,first,O
8479,step,O
8479,toward,O
8479,a,O
8479,government,O
8479,takeover,O
8479,of,O
8479,health,O
8479,care,O
8479,.,O
8480,Henry,B-per
8480,Crumpton,I-per
8480,",",O
8480,in,O
8480,Kabul,B-tim
8480,Saturday,I-tim
8480,after,O
8480,talks,O
8480,in,O
8480,Pakistan,B-geo
8480,",",O
8480,praised,O
8480,Pakistan,B-geo
8480,for,O
8480,arresting,O
8480,hundreds,O
8480,of,O
8480,al-Qaida,B-org
8480,members,O
8480,but,O
8480,added,O
8480,that,O
8480,miliant,O
8480,leaders,O
8480,had,O
8480,found,O
8480,safe,O
8480,haven,O
8480,in,O
8480,Pakistan,B-geo
8480,'s,O
8480,lawless,O
8480,semi-autonomous,O
8480,tribal,O
8480,region,O
8480,bordering,O
8480,Afghanistan,B-gpe
8480,.,O
8481,Pakistan,B-geo
8481,'s,O
8481,military,O
8481,and,O
8481,government,O
8481,spokesman,O
8481,",",O
8481,Major-General,O
8481,Shaukat,B-per
8481,Sultan,I-per
8481,",",O
8481,called,O
8481,Crumpton,B-per
8481,'s,O
8481,statement,O
8481,irresponsible,O
8481,",",O
8481,saying,O
8481,he,O
8481,did,O
8481,not,O
8481,make,O
8481,the,O
8481,same,O
8481,criticisms,O
8481,during,O
8481,his,O
8481,talks,O
8481,with,O
8481,Pakistani,B-gpe
8481,officials,O
8481,.,O
8482,Pakistan,B-geo
8482,",",O
8482,a,O
8482,key,O
8482,U.S.,B-geo
8482,ally,O
8482,in,O
8482,the,O
8482,war,O
8482,against,O
8482,terrorism,O
8482,",",O
8482,has,O
8482,deployed,O
8482,about,O
8482,"80,000",O
8482,troops,O
8482,to,O
8482,its,O
8482,tribal,O
8482,regions,O
8482,to,O
8482,root,O
8482,out,O
8482,foreign,O
8482,militants,O
8482,and,O
8482,their,O
8482,local,O
8482,allies,O
8482,.,O
8484,Insurgents,O
8484,in,O
8484,Iraq,B-geo
8484,have,O
8484,launched,O
8484,new,O
8484,attacks,O
8484,Thursday,B-tim
8484,on,O
8484,police,O
8484,and,O
8484,U.S.,B-geo
8484,troops,O
8484,",",O
8484,killing,O
8484,at,O
8484,least,O
8484,17,O
8484,people,O
8484,.,O
8486,The,O
8486,massive,O
8486,explosion,O
8486,in,O
8486,Saddam,B-geo
8486,Hussein,I-geo
8486,'s,O
8486,hometown,O
8486,killed,O
8486,at,O
8486,least,O
8486,12,O
8486,people,O
8486,",",O
8486,wounded,O
8486,35,O
8486,",",O
8486,and,O
8486,set,O
8486,a,O
8486,dozen,O
8486,cars,O
8486,on,O
8486,fire,O
8486,.,O
8487,South,B-geo
8487,of,O
8487,the,O
8487,capital,O
8487,",",O
8487,in,O
8487,Iskandariya,B-geo
8487,",",O
8487,an,O
8487,explosion,O
8487,near,O
8487,a,O
8487,police,O
8487,convoy,O
8487,killed,O
8487,two,O
8487,policemen,O
8487,and,O
8487,at,O
8487,least,O
8487,one,O
8487,civilian,O
8487,.,O
8488,Despite,O
8488,the,O
8488,continued,O
8488,violence,O
8488,against,O
8488,Iraqi,B-gpe
8488,police,O
8488,",",O
8488,nearly,O
8488,"2,000",O
8488,new,O
8488,recruits,O
8488,",",O
8488,including,O
8488,46,O
8488,women,O
8488,",",O
8488,graduated,O
8488,this,O
8488,week,O
8488,from,O
8488,police,O
8488,training,O
8488,courses,O
8488,in,O
8488,Sulaymaniyeh,B-geo
8488,and,O
8488,Baghdad,B-geo
8488,.,O
8489,Meanwhile,O
8489,",",O
8489,the,O
8489,U.S.,B-geo
8489,military,O
8489,says,O
8489,two,O
8489,American,B-gpe
8489,soldiers,O
8489,were,O
8489,killed,O
8489,and,O
8489,another,O
8489,two,O
8489,were,O
8489,wounded,O
8489,in,O
8489,separate,O
8489,roadside,O
8489,bombings,O
8489,north,O
8489,of,O
8489,Baghdad,B-geo
8489,.,O
8491,Iraqi,B-gpe
8491,police,O
8491,say,O
8491,a,O
8491,suicide,O
8491,truck,O
8491,bomb,O
8491,attack,O
8491,has,O
8491,killed,O
8491,at,O
8491,least,O
8491,22,O
8491,people,O
8491,and,O
8491,wounded,O
8491,40,O
8491,others,O
8491,in,O
8491,a,O
8491,small,O
8491,town,O
8491,in,O
8491,northern,O
8491,Iraq,B-geo
8491,.,O
8492,Authorities,O
8492,say,O
8492,the,O
8492,blast,O
8492,ripped,O
8492,through,O
8492,a,O
8492,crowded,O
8492,outdoor,O
8492,market,O
8492,Saturday,B-tim
8492,in,O
8492,Emerli,B-geo
8492,",",O
8492,a,O
8492,village,O
8492,north,O
8492,of,O
8492,Baghdad,B-geo
8492,.,O
8493,On,O
8493,Friday,B-tim
8493,",",O
8493,a,O
8493,car,O
8493,bombing,O
8493,in,O
8493,a,O
8493,Kurdish,O
8493,village,O
8493,killed,O
8493,at,O
8493,least,O
8493,22,O
8493,people,O
8493,and,O
8493,wounded,O
8493,about,O
8493,17,O
8493,others,O
8493,.,O
8495,The,O
8495,U.S.,B-geo
8495,military,O
8495,Saturday,B-tim
8495,reported,O
8495,the,O
8495,deaths,O
8495,of,O
8495,six,O
8495,American,B-gpe
8495,soldiers,O
8495,and,O
8495,an,O
8495,Iraqi,B-gpe
8495,interpreter,O
8495,over,O
8495,the,O
8495,past,B-tim
8495,few,I-tim
8495,days,O
8495,",",O
8495,mostly,O
8495,in,O
8495,Baghdad,B-geo
8495,.,O
8496,Six,O
8496,soldiers,O
8496,were,O
8496,wounded,O
8496,.,O
8497,In,O
8497,other,O
8497,news,O
8497,",",O
8497,Britain,B-geo
8497,'s,O
8497,defense,O
8497,ministry,O
8497,says,O
8497,a,O
8497,British,B-gpe
8497,soldier,O
8497,has,O
8497,died,O
8497,in,O
8497,the,O
8497,southern,O
8497,city,O
8497,of,O
8497,Basra,B-geo
8497,.,O
8500,The,O
8500,office,O
8500,of,O
8500,Governor,O
8500,Arnold,B-per
8500,Schwarzenegger,I-per
8500,says,O
8500,the,O
8500,fires,O
8500,stretch,O
8500,more,O
8500,than,O
8500,500,O
8500,kilometers,O
8500,from,O
8500,south,O
8500,of,O
8500,San,B-geo
8500,Francisco,I-geo
8500,to,O
8500,the,O
8500,border,O
8500,of,O
8500,the,O
8500,neighboring,O
8500,state,O
8500,of,O
8500,Oregon,B-geo
8500,.,O
8501,Officials,O
8501,Tuesday,B-tim
8501,said,O
8501,the,O
8501,latest,O
8501,infection,O
8501,of,O
8501,the,O
8501,potentially,O
8501,deadly,O
8501,H5N1,O
8501,virus,O
8501,occurred,O
8501,at,O
8501,the,O
8501,farm,O
8501,in,O
8501,Mirpur,B-geo
8501,",",O
8501,just,O
8501,outside,O
8501,Bangladesh,B-geo
8501,'s,O
8501,capital,O
8501,",",O
8501,Dhaka,B-geo
8501,.,O
8502,The,O
8502,governor,O
8502,has,O
8502,ordered,O
8502,the,O
8502,California,B-org
8502,National,I-org
8502,Guard,I-org
8502,to,O
8502,assist,O
8502,in,O
8502,fighting,O
8502,the,O
8502,blazes,O
8502,.,O
8503,Meanwhile,O
8503,",",O
8503,much,O
8503,of,O
8503,California,B-org
8503,is,O
8503,bracing,O
8503,for,O
8503,a,O
8503,fifth,B-tim
8503,straight,I-tim
8503,day,I-tim
8503,of,O
8503,record,O
8503,high,O
8503,temperatures,O
8503,.,O
8504,Forecasters,O
8504,say,O
8504,temperatures,O
8504,reached,O
8504,above,O
8504,32,O
8504,degrees,O
8504,Celsius,O
8504,on,O
8504,Saturday,B-tim
8504,in,O
8504,San,B-geo
8504,Jose,I-geo
8504,",",O
8504,Los,B-geo
8504,Angeles,I-geo
8504,and,O
8504,the,O
8504,state,O
8504,capital,O
8504,of,O
8504,Sacramento,B-geo
8504,.,O
8505,The,O
8505,heat,O
8505,wave,O
8505,has,O
8505,sent,O
8505,people,O
8505,scurrying,O
8505,to,O
8505,beaches,O
8505,and,O
8505,rivers,O
8505,to,O
8505,cool,O
8505,off,O
8505,",",O
8505,and,O
8505,strained,O
8505,regional,O
8505,power,O
8505,grids,O
8505,as,O
8505,millions,O
8505,of,O
8505,residents,O
8505,turn,O
8505,on,O
8505,air,O
8505,conditioners,O
8505,.,O
8506,Afghanistan,B-geo
8506,'s,O
8506,foreign,O
8506,minister,O
8506,has,O
8506,met,O
8506,with,O
8506,top,O
8506,Pakistani,B-gpe
8506,officials,O
8506,in,O
8506,Islamabad,B-geo
8506,to,O
8506,discuss,O
8506,issues,O
8506,that,O
8506,affect,O
8506,both,O
8506,countries,O
8506,ahead,O
8506,of,O
8506,a,O
8506,visit,O
8506,by,O
8506,the,O
8506,new,O
8506,U.S.,B-geo
8506,special,O
8506,envoy,O
8506,.,O
8507,The,O
8507,Pakistani,B-gpe
8507,foreign,O
8507,ministry,O
8507,says,O
8507,visiting,O
8507,Afghan,B-gpe
8507,Foreign,O
8507,Minister,O
8507,Rangin,B-per
8507,Dadfar,I-per
8507,Spanta,I-per
8507,met,O
8507,with,O
8507,his,O
8507,Pakistani,B-gpe
8507,counterpart,O
8507,",",O
8507,Shah,B-per
8507,Mahmood,I-per
8507,Qureshi,I-per
8507,",",O
8507,and,O
8507,with,O
8507,Pakistani,B-gpe
8507,President,B-per
8507,Asif,O
8507,Ali,B-per
8507,Zardari,I-per
8507,.,O
8508,The,O
8508,ministry,O
8508,says,O
8508,they,O
8508,expressed,O
8508,readiness,O
8508,to,O
8508,strengthen,O
8508,their,O
8508,cross-border,O
8508,cooperation,O
8508,on,O
8508,fighting,O
8508,terrorism,O
8508,and,O
8508,militancy,O
8508,.,O
8509,The,O
8509,new,O
8509,U.S.,B-geo
8509,envoy,O
8509,to,O
8509,Pakistan,B-geo
8509,and,O
8509,Afghanistan,B-geo
8509,",",O
8509,Richard,B-per
8509,Holbrooke,I-per
8509,",",O
8509,will,O
8509,visit,O
8509,South,B-geo
8509,Asia,I-geo
8509,next,O
8509,week,O
8509,as,O
8509,the,O
8509,Obama,B-per
8509,administration,O
8509,reviews,O
8509,its,O
8509,policy,O
8509,on,O
8509,the,O
8509,Afghan,B-gpe
8509,conflict,O
8509,.,O
8510,A,O
8510,statement,O
8510,from,O
8510,Pakistan,B-geo
8510,'s,O
8510,foreign,O
8510,ministry,O
8510,says,O
8510,Qureshi,B-per
8510,hopes,O
8510,what,O
8510,it,O
8510,called,O
8510,a,O
8510,"""",O
8510,military,O
8510,surge,O
8510,"""",O
8510,in,O
8510,Afghanistan,B-geo
8510,will,O
8510,be,O
8510,paired,O
8510,with,O
8510,a,O
8510,politically,O
8510,and,O
8510,developmentaly-oriented,O
8510,surge,O
8510,.,O
8512,The,O
8512,bird,O
8512,flu,O
8512,was,O
8512,first,O
8512,detected,O
8512,in,O
8512,Bangladesh,B-geo
8512,in,O
8512,March,B-tim
8512,of,I-tim
8512,2007,I-tim
8512,at,O
8512,a,O
8512,state-owned,O
8512,poultry,O
8512,farm,O
8512,.,O
8513,In,O
8513,Iran,B-geo
8513,",",O
8513,a,O
8513,gunman,O
8513,on,O
8513,a,O
8513,motorcycle,O
8513,has,O
8513,shot,O
8513,dead,O
8513,a,O
8513,judge,O
8513,trying,O
8513,the,O
8513,high-profile,O
8513,case,O
8513,of,O
8513,jailed,O
8513,Iranian,B-gpe
8513,journalist,O
8513,Akbar,B-per
8513,Ganji,I-per
8513,.,O
8515,The,O
8515,judge,O
8515,has,O
8515,been,O
8515,presiding,O
8515,over,O
8515,the,O
8515,case,O
8515,of,O
8515,Mr.,B-per
8515,Ganji,I-per
8515,",",O
8515,who,O
8515,has,O
8515,been,O
8515,in,O
8515,jail,O
8515,since,O
8515,2001,B-tim
8515,for,O
8515,publishing,O
8515,articles,O
8515,implicating,O
8515,government,O
8515,officials,O
8515,in,O
8515,the,O
8515,murders,O
8515,of,O
8515,prominent,O
8515,dissidents,O
8515,.,O
8517,His,O
8517,family,O
8517,says,O
8517,his,O
8517,health,O
8517,is,O
8517,rapidly,O
8517,deteriorating,O
8517,because,O
8517,he,O
8517,has,O
8517,been,O
8517,on,O
8517,a,O
8517,hunger,O
8517,strike,O
8517,for,O
8517,more,O
8517,than,O
8517,50,B-tim
8517,days,O
8517,.,O
8518,Deputy,B-per
8518,Secretary,I-per
8518,of,O
8518,State,B-org
8518,John,B-per
8518,Negroponte,I-per
8518,says,O
8518,US,B-gpe
8518,looks,O
8518,forward,O
8518,to,O
8518,working,O
8518,with,O
8518,new,O
8518,Pakistani,B-gpe
8518,leaders,O
8519,The,O
8519,U.S.,B-org
8519,National,I-org
8519,Hurricane,I-org
8519,Center,I-org
8519,says,O
8519,Tropical,B-eve
8519,Storm,I-eve
8519,Tomas,I-eve
8519,is,O
8519,about,O
8519,640,O
8519,kilometers,O
8519,south-southeast,O
8519,of,O
8519,Haiti,B-geo
8519,'s,O
8519,capital,O
8519,",",O
8519,Port-au-Prince,B-geo
8519,",",O
8519,with,O
8519,maximum,O
8519,sustained,O
8519,winds,O
8519,of,O
8519,75,O
8519,kilometers,O
8519,per,O
8519,hour,O
8519,.,O
8520,The,O
8520,storm,O
8520,was,O
8520,downgraded,O
8520,from,O
8520,a,O
8520,hurricane,O
8520,late,O
8520,Sunday,B-tim
8520,",",O
8520,but,O
8520,forecasters,O
8520,expect,O
8520,it,O
8520,to,O
8520,gain,O
8520,strength,O
8520,again,O
8520,on,O
8520,Wednesday,B-tim
8520,.,O
8521,Current,O
8521,projections,O
8521,put,O
8521,the,O
8521,storm,O
8521,on,O
8521,a,O
8521,path,O
8521,to,O
8521,Haiti,B-geo
8521,",",O
8521,where,O
8521,hundreds,O
8521,of,O
8521,thousands,O
8521,of,O
8521,people,O
8521,are,O
8521,living,O
8521,in,O
8521,tent,O
8521,camps,O
8521,following,O
8521,an,O
8521,earthquake,O
8521,in,O
8521,January,B-tim
8521,.,O
8522,United,B-org
8522,Nations,I-org
8522,agencies,O
8522,and,O
8522,other,O
8522,aid,O
8522,groups,O
8522,have,O
8522,ordered,O
8522,food,O
8522,",",O
8522,shelter,O
8522,and,O
8522,emergency,O
8522,supplies,O
8522,to,O
8522,be,O
8522,stockpiled,O
8522,in,O
8522,camps,O
8522,across,O
8522,Haiti,B-geo
8522,and,O
8522,coastal,O
8522,communities,O
8522,threatened,O
8522,by,O
8522,the,O
8522,storm,O
8522,.,O
8523,Since,O
8523,then,O
8523,",",O
8523,the,O
8523,government,O
8523,has,O
8523,slaughtered,O
8523,more,O
8523,than,O
8523,"3,00,000",O
8523,chickens,O
8523,.,O
8524,The,O
8524,country,O
8524,is,O
8524,also,O
8524,struggling,O
8524,to,O
8524,contain,O
8524,a,O
8524,cholera,O
8524,outbreak,O
8524,that,O
8524,has,O
8524,already,O
8524,killed,O
8524,more,O
8524,than,O
8524,300,O
8524,people,O
8524,.,O
